kw-audience-intent,,,,,,,,,,,,,,,,,,,,,,,,,
1 April 2025 - 31 March 2026,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Apr 2025,Searches: May 2025,Searches: Jun 2025,Searches: Jul 2025,Searches: Aug 2025,Searches: Sep 2025,Searches: Oct 2025,Searches: Nov 2025,Searches: Dec 2025,Searches: Jan 2026,Searches: Feb 2026,Searches: Mar 2026
layout food website design,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,10,0,10,10,0,10,10,10,10
legal web design firm,INR,20,0%,-50%,Low,0,,,,,,,,30,20,10,0,10,170,10,0,0,10,0,10
legal web design services,INR,50,0%,-80%,Low,1,,,,,,,,90,110,40,20,50,210,30,10,10,10,10,10
legal web designer,INR,140,40%,-36%,Low,6,4724.19,11389.14,,,,,,140,110,50,30,40,720,90,70,50,50,50,70
local business web design,INR,390,86%,-74%,Low,8,414.63,1445.02,,,,,,880,720,480,320,390,880,260,210,170,140,260,260
medical clinic web design,INR,110,40%,-73%,Low,12,981.63,2451.54,,,,,,260,170,140,70,70,390,40,30,20,50,40,70
medical design agency healthcare marketing agency medical website design,INR,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
medical equipment website design,INR,10,0%,-100%,Unknown,,,,,,,,,10,10,10,10,10,0,10,0,0,0,10,0
medical supplies web design,INR,10,100%,0%,Low,0,,,,,,,,30,20,20,10,10,10,10,0,10,10,10,20
medical supplies web design company,INR,10,∞,0%,Low,0,,,,,,,,10,10,10,10,10,10,10,0,0,0,0,10
medical web page design,INR,1000,125%,-70%,Low,12,889.09,4157.28,,,,,,2900,1600,720,880,590,2400,590,210,210,320,210,720
medical website design and marketing,INR,10,-100%,-100%,Unknown,,,,,,,,,30,20,10,0,10,70,0,0,0,20,0,0
milwaukee small business web design,INR,10,0%,-50%,Low,29,,,,,,,,30,10,0,10,10,20,10,10,10,10,10,10
minimalist restaurant website,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,10,10,10,0,10,10,10,0,10
multipurpose business website for company agency startup,INR,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
multipurpose business website for company agency startup nulled,INR,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
new business website design,INR,40,50%,-25%,Low,8,,,,,,,,70,40,70,30,50,50,30,20,10,20,10,30
painting company website design,INR,10,100%,-60%,Low,0,,,,,,,,20,10,20,10,30,10,10,10,10,10,10,20
painting contractor website design,INR,30,-20%,0%,Low,5,498.66,792.72,,,,,,50,50,70,10,30,10,20,0,10,50,40,40
pizza restaurant website design,INR,10,0%,0%,Low,19,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
pizza shop website design,INR,10,∞,0%,Low,0,,,,,,,,10,10,10,0,10,10,10,0,0,0,10,10
pizza web design,INR,20,0%,-67%,Low,32,377.97,1224.51,,,,,,20,30,40,20,20,20,10,20,10,10,20,10
pool builder web design,INR,40,600%,133%,Low,19,452.58,1186.04,,,,,,30,40,50,20,20,140,70,10,20,10,10,70
professional real estate website design,INR,10,-100%,-100%,Unknown,,,,,,,,,40,30,10,40,10,10,20,10,10,10,10,0
professional small business website design,INR,20,300%,-20%,Low,0,,,,,,,,40,30,10,10,20,20,10,10,10,10,30,40
property web design,INR,10,100%,0%,Low,13,,,,,,,,20,20,10,10,10,10,10,10,10,10,10,20
property website designers,INR,10,0%,-100%,Unknown,,,,,,,,,10,10,0,10,0,10,0,0,0,0,0,0
property website development,INR,10,∞,0%,Low,0,,,,,,,,10,10,10,10,0,10,0,10,0,0,0,10
real estate site design,INR,1300,49%,-70%,Low,16,729.17,2880.85,,,,,,2400,2400,1900,1300,1300,1900,590,590,590,590,480,880
real estate web development companies,INR,140,420%,-19%,Low,1,,,,,,,,320,320,170,70,170,260,50,40,20,50,70,260
real estate web development services,INR,30,33%,-43%,Low,1,,,,,,,,50,70,40,10,50,50,10,20,30,30,10,40
real estate website design examples,INR,20,0%,-67%,Low,8,,,,,,,,20,20,30,20,10,40,40,10,10,10,20,10
real estate website ui,INR,10,∞,0%,Medium,64,,,,,,,,10,10,10,10,10,0,10,10,0,0,10,10
realtor website designers,INR,10,∞,0%,High,86,,,,,,,,10,10,10,10,10,20,10,0,10,0,0,10
realty website design,INR,1300,49%,-70%,Low,16,729.17,2880.85,,,,,,2400,2400,1900,1300,1300,1900,590,590,590,590,480,880
remodeling contractor website design,INR,10,∞,0%,Low,0,,,,,,,,10,10,10,10,10,0,0,10,10,0,10,10
responsive real estate web design,INR,10,0%,0%,Low,0,,,,,,,,10,10,20,10,20,10,10,10,10,10,10,10
responsive real estate website,INR,10,0%,-50%,Low,0,,,,,,,,20,10,30,10,20,10,10,10,10,10,10,10
responsive restaurant website,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,10,10,10,10,0,10,10,10,10
responsive web design law firm,INR,30,0%,-86%,Low,0,,,,,,,,30,30,10,10,20,210,20,30,30,10,20,10
responsive website design for attorneys,INR,20,0%,-89%,Low,0,,,,,,,,10,20,10,0,10,170,0,0,10,10,10,10
responsive website design for law firms,INR,30,0%,-86%,Low,0,,,,,,,,10,10,10,40,30,170,20,0,10,10,0,10
responsive website design for lawyers,INR,20,0%,-75%,Low,0,,,,,,,,10,10,10,0,10,170,10,0,0,10,0,10
restaurant menu web page design,INR,20,0%,-71%,Medium,62,323.13,1227.27,,,,,,50,30,30,20,40,10,20,20,10,20,10,20
restaurant web agency,INR,10,0%,-50%,Low,11,,,,,,,,10,20,40,10,10,10,10,10,10,10,10,10
restaurant web design company,INR,140,250%,-64%,Low,5,433.48,972.03,,,,,,390,210,140,90,140,210,70,30,20,40,40,140
restaurant website design near me,INR,10,∞,100%,Low,19,518.72,4143.34,,,,,,10,10,10,0,10,10,10,10,10,0,10,20
restaurant website development agency,INR,20,0%,-80%,Low,6,,,,,,,,50,20,20,10,30,50,10,10,10,10,40,10
restaurant website ui,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,10,10,10,10,10,10,10,0,10
rivmedia small business web design,INR,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
roofer web design,INR,140,57%,-66%,Low,2,,,,,,,,260,170,110,40,110,260,260,170,50,70,20,110
roofer website designs,INR,140,57%,-66%,Low,2,,,,,,,,260,170,110,40,110,260,260,170,50,70,20,110
roofing website builders,INR,90,-36%,40%,Low,25,1322.77,3306.93,,,,,,70,70,90,30,70,210,210,110,90,110,20,70
seafood website design,INR,10,0%,0%,Low,0,,,,,,,,10,10,0,10,10,10,0,10,10,10,10,10
side menu design website,INR,10,0%,-100%,Unknown,,,,,,,,,10,0,0,0,10,10,0,0,0,0,0,0
simple business website design,INR,10,-100%,-100%,Unknown,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,0
small business design agency,INR,50,-50%,-67%,Low,28,229.60,1503.27,,,,,,30,20,20,20,90,210,70,30,90,20,30,10
small business design services,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,0,10,10,0,10,10,10,10,10
small business seo web design,INR,10,0%,0%,Low,0,,,,,,,,20,30,20,10,10,10,0,0,10,10,10,10
small business web design and development,INR,50,0%,-25%,Low,1,,,,,,,,50,20,30,10,50,260,50,10,10,30,10,30
small business web design development,INR,50,0%,-25%,Low,1,,,,,,,,50,20,30,10,50,260,50,10,10,30,10,30
small business web design gold coast,INR,10,0%,-100%,Unknown,,,,,,,,,10,20,10,10,10,10,20,0,0,0,10,0
small business web design prices,INR,40,∞,-82%,Low,0,,,,,,,,110,50,10,10,10,170,30,0,0,0,10,20
small business web design rivmedia,INR,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
small business web design stgeorgewebdesign com au,INR,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
small business web development agency,INR,50,0%,-71%,Low,10,,,,,,,,210,110,10,10,10,110,50,10,20,20,20,20
small business web development company,INR,10,300%,33%,Low,0,,,,,,,,30,20,10,10,20,10,0,0,10,10,10,40
small business website design agency,INR,110,267%,-48%,Low,5,326.15,1125.30,,,,,,320,210,140,70,90,210,90,30,10,30,30,110
small business website design and development,INR,50,0%,-25%,Low,1,,,,,,,,50,20,30,10,50,260,50,10,10,30,10,30
small business website design columbus,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,10,0,10,10,10,10,10,0,10
small business website design cranbrook,INR,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
small business website design pricing,INR,10,400%,400%,Low,0,,,,,,,,10,10,10,10,10,0,10,0,0,10,10,50
small business website designer services,INR,10,∞,0%,Low,0,,,,,,,,10,10,10,10,0,0,0,10,0,0,10,10
small business website development company,INR,10,300%,33%,Low,0,,,,,,,,30,20,10,10,20,10,0,0,10,10,10,40
small business website development firm,INR,390,-19%,-76%,Low,7,708.63,3067.40,,,,,,880,480,480,260,260,1300,260,70,110,260,90,210
small business website development services,INR,170,29%,-72%,Low,0,,,,,,,,480,260,170,50,90,590,320,40,50,70,30,90
small business websites gold coast,INR,10,0%,-100%,Unknown,,,,,,,,,10,10,0,0,10,10,0,0,0,0,0,0
small business wordpress website design,INR,20,0%,-80%,Low,0,,,,,,,,40,50,20,30,30,90,10,0,0,10,10,10
small law firm web design,INR,210,55%,-35%,Low,20,3306.93,5196.61,,,,,,260,260,170,320,140,720,90,50,70,110,110,170
small web design,INR,20,0%,-75%,Low,7,,,,,,,,40,30,20,20,20,10,10,10,10,10,10,10
smb web design,INR,10,∞,-50%,Medium,43,,,,,,,,20,20,10,10,10,10,10,10,10,0,10,10
solicitor web design,INR,90,0%,-50%,Low,10,529.43,8503.54,,,,,,40,30,20,0,0,590,70,90,50,20,10,20
start up business website design,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,0,0,10,10,0,0,10,10,10
startup company website design,INR,260,255%,-19%,Low,6,453.49,1891.56,,,,,,480,260,140,90,140,720,320,210,260,110,70,390
startup web design company,INR,20,400%,25%,Low,0,,,,,,,,30,40,20,10,10,10,10,10,10,10,10,50
startup web design services,INR,10,0%,0%,Low,0,,,,,,,,20,10,10,0,10,0,0,0,0,10,10,10
startup web designer,INR,10,0%,-67%,Low,29,,,,,,,,20,10,10,10,10,50,10,10,20,10,10,10
startup web development services,INR,10,100%,0%,Low,1,,,,,,,,20,20,10,10,10,10,0,0,10,10,10,20
startup website cost,INR,30,400%,25%,Low,11,162.01,2961.01,,,,,,50,30,20,10,10,20,10,10,70,10,20,50
startup website design services,INR,10,∞,0%,Low,0,,,,,,,,10,10,10,10,0,10,0,0,10,0,10,10
startup website designers,INR,10,0%,-67%,Low,29,,,,,,,,20,10,10,10,10,50,10,10,20,10,10,10
tech startup web design,INR,10,0%,-100%,Unknown,,,,,,,,,10,10,0,0,0,10,10,0,10,0,10,0
top rated real estate agent websites,INR,720,0%,-55%,Medium,49,362.49,2362.09,,,,,,1000,1300,880,590,720,880,590,480,390,590,480,590
top real estate website design companies,INR,30,400%,67%,Low,0,,,,,,,,50,110,110,10,10,10,0,10,0,10,10,50
top small business website designs,INR,10,∞,0%,Low,0,,,,,,,,10,10,10,0,10,0,0,10,10,0,10,10
web design agency for startups,INR,30,0%,100%,Low,16,1045.94,2769.92,,,,,,20,70,50,20,40,40,10,10,20,20,10,20
web design and marketing for small business,INR,10,0%,-100%,Unknown,,,,,,,,,30,10,20,10,10,10,30,0,0,0,10,0
web design company for lawyers,INR,30,0%,0%,Medium,43,,,,,,,,10,20,20,10,0,260,10,0,10,10,0,10
web design company small business,INR,320,457%,-46%,Low,2,623.74,2435.82,,,,,,720,590,320,110,210,720,170,50,70,70,110,390
web design for business owners,INR,10,∞,-75%,Low,0,,,,,,,,40,20,10,0,10,90,10,0,0,0,10,10
web design for general contractors,INR,1000,-58%,-38%,Low,9,482.08,3117.96,,,,,,1600,1300,1300,720,720,2400,1000,320,320,2400,590,1000
web design for healthcare industry,INR,10,0%,0%,Low,0,,,,,,,,10,10,0,10,0,20,10,0,10,10,10,10
web design for medical clinics,INR,110,40%,-73%,Low,12,981.63,2451.54,,,,,,260,170,140,70,70,390,40,30,20,50,40,70
web design for painting companies,INR,170,84%,556%,Low,0,,,,,,,,70,90,50,30,50,10,10,10,110,320,480,590
web design for painting contractors,INR,10,0%,0%,Low,0,,,,,,,,30,40,30,10,20,10,0,10,10,10,10,10
web design for start ups,INR,10,0%,-100%,Unknown,,,,,,,,,10,10,10,10,0,10,0,0,0,0,0,0
web design general contractors,INR,10,0%,-100%,Unknown,,,,,,,,,10,0,10,0,10,0,0,0,0,0,0,0
web design hvac contractors,INR,20,0%,-80%,Low,9,,,,,,,,50,20,20,30,30,90,30,10,0,10,10,10
web design legal,INR,590,85%,-45%,Low,4,3306.93,8031.12,,,,,,880,880,590,320,320,2400,390,260,260,260,260,480
web design local business,INR,390,86%,-74%,Low,8,414.63,1445.02,,,,,,880,720,480,320,390,880,260,210,170,140,260,260
web design roofers,INR,30,0%,-89%,Low,3,,,,,,,,70,40,20,20,10,90,10,10,10,10,10,10
web design services small business,INR,4400,233%,-46%,Low,8,536.04,2703.93,,,,,,2900,2400,1600,40500,1900,3600,1600,880,480,390,480,1300
web designer law firms,INR,210,-36%,-65%,Low,7,7036.20,11338.05,,,,,,320,260,110,70,110,1000,210,170,110,140,70,90
web development agency for law firms,INR,20,-100%,-100%,Unknown,,,,,,,,,10,10,10,10,10,170,0,0,0,10,0,0
web development company for startups,INR,30,800%,29%,Low,0,,,,,,,,70,70,30,10,10,40,10,10,10,10,10,90
web development for healthcare,INR,320,255%,-46%,Low,4,1346.39,5051.10,,,,,,720,480,320,170,140,720,110,40,170,110,90,390
web development for lawyers,INR,260,0%,-71%,Low,2,,,,,,,,320,260,170,170,170,880,260,140,90,140,110,140
web development services for startups,INR,20,-50%,-50%,Low,14,,,,,,,,50,40,40,20,10,20,10,10,10,20,10,10
website design agency for law firms,INR,70,-33%,-50%,Low,6,,,,,,,,40,40,140,90,30,390,50,10,30,30,10,20
website design and marketing for small law firms,INR,30,100%,-71%,Low,0,,,,,,,,90,70,50,30,40,90,10,0,10,10,10,20
website design for family lawyer,INR,110,250%,-59%,Low,1,,,,,,,,210,210,110,50,70,320,210,140,50,20,10,70
website design for healthcare organizations,INR,10,0%,-50%,Low,0,,,,,,,,10,20,10,10,10,10,0,0,10,10,0,10
website design for medical doctors,INR,590,23%,-75%,Low,5,709.30,4026.86,,,,,,1300,720,480,320,260,1900,320,260,260,260,140,320
website design for medical practices,INR,320,89%,-76%,Low,11,2589.98,8809.66,,,,,,720,480,390,210,210,1000,110,70,70,90,70,170
website design for photography business,INR,40,-50%,-67%,Low,9,,,,,,,,30,90,70,20,70,90,40,10,30,20,10,10
website design for roofers,INR,70,200%,-65%,Low,5,1041.48,4724.19,,,,,,170,90,90,20,90,210,30,20,20,30,10,90
website design for small business owners,INR,20,0%,-86%,Low,0,,,,,,,,50,40,10,10,20,90,10,10,10,10,10,10
website design services for small business websites,INR,10,∞,0%,Low,0,,,,,,,,10,10,10,0,0,10,0,0,0,0,0,10
website design services small business,INR,10,0%,0%,Low,0,,,,,,,,10,10,10,0,10,10,10,0,0,10,0,10
website design start up,INR,10,-100%,0%,Unknown,,,,,,,,,10,0,0,10,10,0,0,0,0,10,0,0
website designs for contractors,INR,1000,-58%,-38%,Low,9,482.08,3117.96,,,,,,1600,1300,1300,720,720,2400,1000,320,320,2400,590,1000
website development companies for small businesses,INR,10,0%,-100%,Unknown,,,,,,,,,10,10,10,10,10,10,0,10,10,0,10,0
website development for lawyers,INR,2400,82%,-70%,Low,9,2881.70,7558.70,,,,,,4400,3600,2400,2400,1600,8100,2400,1300,720,880,1000,1600
website for restaurant menus,INR,10,0%,0%,Medium,43,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
well designed restaurant websites,INR,10,0%,0%,Low,29,,,,,,,,10,10,10,10,10,10,10,0,10,10,10,10
wordpress real estate web design,INR,40,0%,-80%,Low,0,,,,,,,,50,90,50,90,70,20,40,10,10,10,10,10
wordpress website design small business,INR,20,0%,-80%,Low,0,,,,,,,,40,50,20,30,30,90,10,0,0,10,10,10
dtc brand website design,INR,,--,--,Unknown,,,,,,,,,,,,,,,,,,,,
ecommerce agency for small business,INR,,--,--,Unknown,,,,,,,,,,,,,,,,,,,,
